job_id,title,department,salary_range,telecommuting,has_company_logo,has_questions,fraudulent,country_id,emp_type_id,req_exp_id,req_edu_id,industry_id,function_id
353,Retail Sports Betting Specialist Pame Stoixima,Marketing – Pame Stoixima,,False,False,True,False,13,2,4,2,50,1
354,Software Engineer (2015 Intern),,,False,True,False,False,25,3,3,1,1,3
355,Php web developer,,80000-100000,False,False,False,False,1,2,4,2,3,7
356,Teacher - Seasonal,Head Start,,False,True,True,False,1,2,3,2,47,13
357,Customer Service Team Lead ,,,False,True,False,False,1,2,6,4,7,2
358,Financing Auto(car) sales,hr,35000-73000,False,False,False,True,1,5,5,1,44,3
359,Service Delivery Associate - On Call ,,,False,True,False,False,1,4,6,4,7,2
360,Part Time Quickbooks Bookkeeper,,,False,True,False,False,9,4,3,1,51,28
361,Freelance writer,,,True,False,False,False,1,4,3,1,1,3
362,Junior System Test Analyst,Technology,19000-19000,False,True,True,False,4,2,5,2,2,9
363,Benefits Consultant - Warrington,,,False,True,True,False,1,2,5,2,23,18
364,Director of Marketing - DocDoc,Marketing,,False,True,True,False,6,2,8,2,22,1
365,Intern,,,False,True,True,False,4,3,3,1,1,3
366,English Teacher Abroad ,,,False,True,True,False,1,5,3,2,17,3
367,Sales Director,,,True,True,True,False,1,2,8,9,6,4
368,Southport Business Admin Apprenticeship Under NAS 16-18 Year Olds Only,,,False,True,True,False,4,3,2,4,1,10
369,Jr. Quality Assurance Engineer,,40000-50000,False,False,False,False,1,2,6,2,3,9
370,Project Coordinator,,,False,True,True,False,1,2,4,2,52,20
371,Assistant Softball Coach,Athletics,,False,False,True,False,1,3,3,1,1,3
372,Marketing Director,Marketing,60000-120000,False,True,True,False,1,2,8,2,10,1
373,2015 MBA Internship - Advisory & Consulting,,,False,True,True,False,1,2,1,3,7,18
374,Collector III-Mortgage Servicing,Servicing-Customer Care,,False,False,False,False,1,2,3,1,1,3
375,Construction Project Manager ,,,False,False,False,False,1,2,4,4,15,26
376,Customer Service Technical Specialist ,,,False,True,False,False,1,2,6,4,7,2
377,Data Manager--Fixed Income,,120000-15000000,False,False,False,False,1,2,4,2,7,7
378,Graphic / Web Designer,Sales and Marketing,,False,True,True,False,1,2,6,2,2,11
379,Web Developer - PHP,,42000-55000,False,False,True,False,1,2,5,2,53,7
380,Back End Engineer - Platform Team,Platform,,False,True,True,False,4,2,3,1,1,3
381,Ext JS Developer,,90000-120000,False,False,False,False,1,2,4,2,6,7
382,Junior Front End Developer - Javascript,Product,,False,True,True,False,9,2,3,1,1,3
383,Big Data Search Developer,,100000-150000,False,False,False,False,1,2,4,1,6,7
384,Catch all for candidates,All,,False,True,True,False,1,2,2,1,54,3
385,Regional Inside Sales Representative,,,False,False,False,False,1,2,3,1,2,3
386,IT Rockstar Wanted for Fun and Fast Growing San Diego IT Company,IT,55000-75000,False,False,True,False,1,2,4,5,6,7
387,English Teacher Abroad ,,,False,True,True,False,1,5,3,2,17,3
388,Quality Assurance Engineer,,,False,True,True,False,1,2,4,5,6,30
389,Full-stack JavaScript Software Developer,,,False,True,True,False,5,2,3,1,1,3
390,Hiring for Senior MIS and Data Research Executive,,,False,False,False,False,10,2,4,2,6,31
391,Creative Strategist,,,False,True,True,False,3,2,4,3,8,23
392,Customer Service Associate,,,False,True,False,False,9,2,6,4,11,2
393,PASSIONATE EXPERIENCED PCP's NEEDED TODAY! WE PAY MORE FOR THE VERY BEST IN THE INDUSTRY!,,,False,True,False,False,1,3,3,1,1,3
394,Receptionist - Part Time ,,,False,True,False,False,1,4,6,4,3,10
395,"Director, Analytics",,,False,True,True,False,1,2,4,2,10,32
396,Systems Analyst ,,,False,False,False,False,1,5,3,1,1,3
397,IT System Engineer,IT Solution,,False,True,False,False,26,3,3,1,1,3
398,UI Engineer ,,75000-110000,True,True,True,False,1,2,4,1,6,9
399,VP of Product,,,False,True,False,False,1,2,4,1,6,16
400,Senior Scala Engineer,Product Marketing,,False,True,False,False,27,2,4,2,29,9
401,Chief Marketing Officer,non-tech,,False,True,False,False,3,3,3,1,1,3
402,PathSource Marketing Associate,,,False,True,False,False,1,2,5,2,24,1
403,Inside Sales Professional-Omaha,,,False,True,False,False,1,2,3,1,18,4
404,Sales Assistant,Sales,10000-14000,False,True,True,False,13,2,5,5,55,4
405,English Teacher Abroad (Conversational),,,False,True,True,False,1,5,3,2,17,13
406,Database Engineering Manager,Engineering,,False,True,False,False,1,2,4,2,3,7
407,Paid Internship for Africa Program,Africa Program,,False,True,False,False,14,1,1,2,56,3
408,"Front End Web Developer - HTML5, CSS3, JavaScript, Bootstrap",,,False,True,False,False,1,3,4,1,1,3
409,Customer Service Team Lead ,,,False,True,False,False,1,2,5,4,7,2
410,Producer - Specialist Publications,,30000-40000,False,True,False,False,4,2,5,2,57,4
411,Systems engineer / network administrator,Infrastructure & Operations,,False,True,True,False,13,2,5,2,6,7
412,Art Director,,,False,True,False,False,14,3,3,1,1,3
413,Linux System Administrator,,,False,False,False,False,9,3,3,1,6,3
414,B2 4RN Business Admin Apprenticeship Under NAS 16-18 Year Olds Only,,,False,True,True,False,4,2,2,4,1,10
415,Print Production Associate - On Call ,,,False,True,False,False,1,4,6,4,4,2
416,Graduates: English Teacher Abroad (Conversational),,,False,True,True,False,1,5,6,2,17,13
417,ODI/ETL Developer ,,,False,True,False,False,4,2,4,2,3,7
418,PM with BA/Developer experience in SmartStream TLM Technologies,Finance,,False,True,True,False,1,5,4,2,19,25
419,Customer Service Technical Specialist ,,,False,True,False,False,1,2,6,4,58,2
420,Director of Audience Development,,,False,True,True,False,1,2,3,1,1,3
421,Receptionist - Part Time ,,,False,True,False,False,1,4,6,4,13,10
422,English Teacher Abroad ,,,False,True,True,False,1,5,3,2,17,3
423,Senior Frontend Developer,IT,,False,True,False,False,28,2,5,1,3,7
424,Agent-Inbound Sales Position,,0-0,True,True,False,False,1,2,6,1,13,2
425,Product Lead,,28000-38000,False,False,False,False,10,2,4,1,59,3
426,Estimator,,,False,True,False,False,1,2,3,1,18,3
427,HFM Techno Functional Lead,IT,,False,True,False,False,1,2,4,2,6,7
428,Manchester Doctors' Business Admin Apprentice Under NAS 16-18 Year Olds Only,,,False,True,True,False,4,2,2,4,22,10
429,Nightlife Editor,,,False,True,True,False,4,3,3,1,1,3
430,Accounting Assistant,,1600-1700,False,True,False,False,1,2,6,2,35,28
431,Sr. Accountant,Accounting,,False,True,True,False,1,2,4,2,10,28
432,Technical Lead,,50000-60000,False,False,False,False,4,2,4,1,7,7
433,Android Developer ,Development ,,False,True,False,False,4,3,3,1,1,3
434,Scrum Master/Project Management,,,False,False,False,False,1,5,3,1,1,3
435,Sr. ServiceNow Implementers,,,False,True,True,False,1,2,5,1,6,3
436,cashier,sales,,False,False,False,False,1,2,5,1,60,3
437,English Teacher Abroad ,,,False,True,True,False,1,5,3,2,17,3
438,English Teacher Abroad ,,,False,True,True,False,1,5,3,2,17,3
439,Telemarketing professional,BDC,30000-70000,False,True,False,False,1,2,2,5,44,2
440,Sales Manager,Sales,,False,True,True,False,9,2,4,2,10,4
441,Ruby developer,,,False,True,False,False,4,3,4,1,19,7
442,Account Manager/CSR -insurance agency,,32000-40000,False,False,False,False,1,2,5,4,23,2
443,Process Engineer,,50000-65000,False,True,False,False,1,2,3,2,44,9
444,Customer Service Manager (Part-time),,,False,True,False,False,3,4,3,1,1,3
445,English Teacher Abroad ,,,False,True,True,False,1,5,3,2,17,3
446,Customer Service Associate - Part Time ,,,False,True,False,False,1,4,6,4,7,10
447,Technical Writer,,,False,True,False,False,1,5,6,4,35,33
448,Customer Service Team Lead ,,,False,True,False,False,1,2,6,4,7,2
449,Seamstress,,,False,True,False,False,1,3,3,1,1,3
450,Office Management,,,False,True,False,False,29,3,3,1,1,3
451,Application Developer - .NET/Java,Technology,,False,True,False,False,1,2,4,2,6,7
452,Software Developer,IT,50-100,False,True,False,False,1,2,4,5,3,7
453,Marketing Management Intern,,,False,True,True,False,13,3,3,1,1,3
454,Senior Software Engineer - Mobile,Development,,False,True,False,False,1,2,4,2,16,9
455,Customer Service Associate - On Call ,,,False,True,False,False,1,4,6,4,14,2
456,Customer Service Associate - Part Time ,,,False,True,False,False,1,2,6,4,7,2
457,Customer Service Agent,non-tech,,False,True,False,False,3,2,5,2,61,2
458,Community and Social Manager,,,False,True,True,False,4,3,3,1,1,3
459,Sales Consultants,,,False,True,False,False,5,2,3,1,3,4
460,Sales Manager - Poland ,,,False,True,True,False,12,2,2,1,2,4
461,Middle School Spanish Teacher,,,False,True,True,False,1,3,3,3,1,3
462,UI Designer,,,False,False,True,False,1,2,5,2,10,11
463,English Teacher Abroad ,,,False,True,True,False,1,5,3,2,17,3
464,Finance,,,False,True,True,False,4,2,3,2,1,3
465,Global User Acquisition Marketing Manager,Marketing,,False,True,True,False,30,2,2,1,6,1
466,Interface Engineer - Platform Team,Platform,,False,True,True,False,4,3,3,1,1,3
467,Customer Service Associate - Part Time ,,,False,True,False,False,1,4,6,4,23,2
468,Senior C# Developer,Engineering,,False,True,True,False,4,2,4,1,2,9
469,Junior Software Engineer,,,False,False,False,False,1,2,6,2,3,9
470,User Acquisition Manager,,,False,True,True,False,31,2,3,1,62,1
471,Customer Service Technical Specialist ,,,False,True,False,False,1,2,6,4,7,2
472,Geologist ,,,False,False,False,False,1,3,3,1,1,3
473,Account Manager,,0-0,False,False,False,False,1,4,5,9,9,4
474,English Teacher Abroad,,,False,True,True,False,1,5,3,2,17,3
475,Dental Cast Partial Lab Tech and/or Dept Manager,Cast Partial,,False,False,False,False,1,2,3,1,4,8
476,Assistant to Head of Music,,,False,True,True,False,4,3,3,1,1,3
477,Electrician,Maintenance,,False,True,False,False,1,2,4,1,63,21
478,Customer Service Technical Specialist ,,,False,True,False,False,1,2,6,4,14,2
479,Interviewing Now for Sales Rep Positions -- with Management Training,AFSDTV,45000-67000,False,True,False,False,1,2,6,5,14,4
480,Customer Service Associate ,,,False,True,False,False,1,2,6,4,7,10
481,Senior Visual Interaction Designer / Art Director,,,False,True,False,False,1,2,4,2,3,11
482,High School Mathematics Teacher,,,False,True,True,False,1,2,3,3,1,13
483,Lead Marketing Tech,Performance Marketing,,False,True,True,False,3,2,4,2,24,1
484,Senior Frontend Developers,,,False,True,False,False,14,3,3,1,1,3
485,Experienced Telemarketer Wanted - Digital Solutions ,,,False,True,False,False,14,3,3,1,1,3
486,Front End Web Developer ,Engineering,,False,True,False,False,2,2,4,2,6,9
487,Content Editor Assistant,,9000-17000,False,True,False,False,13,2,6,2,22,16
488,Customer Service Associate - Part Time,,,False,True,False,False,1,2,6,4,23,10
489,"Sr. Manager Plant Controller - Tyler, TX ",,,False,False,False,False,1,2,3,1,51,3
490,BD23 Customer Service Apprenticeship Under NAS 16-24 Year Olds Only,,,False,True,True,False,4,2,2,4,1,2
491,Customer Service Representative,,,False,True,True,False,1,2,6,4,7,2
492,Web U.I./U.X. Designer,IT,,False,True,True,False,13,2,4,8,6,29
493,Engagement Manager (South Africa),Engagement,,False,True,True,False,21,2,4,2,13,4
494,Admin Assistant/ Receptionist ,,23040-28800,False,False,False,True,1,2,6,4,3,10
495,Maintenance Technician,,,False,False,False,False,1,2,3,1,11,3
496,Customer Service Associate - Part Time,,,False,True,False,False,1,2,6,4,23,10
497,Customer Service Associate ,,,False,True,False,False,1,2,6,4,14,2
498,Airframe Structures Design Engineer,,,False,True,True,False,17,2,5,2,64,9
499,Service Delivery Manager 1 ,,,False,True,False,False,1,2,5,2,7,6
500,Senior C# Developer,Engineering,,False,True,False,False,4,3,3,1,1,9
501,Full Stack Business Development Manager,,105-110,False,True,False,False,14,2,6,7,35,32
502,Outside Sales Professional-Macomb,,,False,True,False,False,1,3,3,1,1,3
503,Digital Advertising SalesAccount Executive,,80000-110000,False,False,False,False,1,2,4,2,2,24
504,English Teacher Abroad,,,False,True,True,False,1,5,3,2,17,3
505,Financial Controller,FIN,,False,True,False,False,4,2,5,10,51,28
506,Graphic Design Intern,,,False,True,True,False,1,1,1,6,49,29
507,Assistant Property Manager,,,False,True,False,False,1,2,6,4,35,10
508,Customer Service Associate - On Call ,,,False,True,False,False,1,4,6,4,17,2
509,English Teacher Abroad,,,False,True,True,False,1,5,3,2,17,3
510,Customer Service Associate ,,,False,True,False,False,1,2,6,4,14,2
511,Financial Advisor,,,False,False,False,False,1,2,2,1,7,25
512,Inside Sales Professional,,,False,True,False,False,1,2,3,1,18,4
513,English Teacher Abroad ,,,False,True,True,False,1,5,3,2,17,3
514,Referants / Source ONLY,National,,False,False,True,False,1,2,7,11,4,5
515,Sheffield Fragrance and Beauty Promotional Staff,,,False,True,False,False,4,6,3,1,60,3
516,Visual Designer,Product,,False,True,True,False,1,2,5,9,10,11
517,Brand Partner,BD,,False,True,False,False,4,3,3,1,1,3
518,Web UI Engineer,,,False,True,False,False,4,2,3,1,6,9
519,Dairy & Farming Consultant,Agriculture,,False,False,False,False,1,3,3,1,1,3
520,Reading Fragrance and Beauty Promotional Staff,,,False,True,True,False,4,6,5,5,25,4
521,Product Manager - NZ,,,False,True,False,False,2,2,4,2,6,16
522,Graduates: English Teacher Abroad ,,,False,True,False,False,1,5,3,2,17,3
523,Software Engineer,,,False,True,False,False,1,3,3,1,1,3
524,Regnskabsassistent,,,False,True,False,False,14,3,3,1,1,3
525,Senior Java engineer,Development,,False,True,True,False,32,2,3,1,1,3
526,Sr. Ruby,,13000-16000,True,False,False,False,14,2,1,2,19,3
527,Wakefield Trainee Marketing Consultant Apprenticeship Under NAS 16-18 Year Olds Only,,,False,True,True,False,4,2,2,4,2,2
528,Senior Client Service Manager,Marketing,100000-180000,False,True,True,False,33,2,4,2,2,1
529,Receptionist ,,,False,True,False,False,1,2,5,2,14,10
530,Junior Forecaster,Customer and Compliance,,False,True,True,False,1,2,2,4,60,23
531,UX designer,,45000-55000,False,True,False,False,4,2,5,2,7,11
532,Lead Social Media,,,False,True,True,False,3,3,3,1,1,3
533,Insights & Strategy Traineeship (3-6 months),,,False,True,True,False,3,6,1,3,8,23
534,Partner Manager,Business Development,,False,True,True,False,1,2,5,1,1,15
535,English Teacher Abroad ,,,False,True,True,False,1,5,3,2,17,3
536,Office Manager,,,False,True,True,False,3,3,3,1,1,3
537,Part-Time Administrative/Data Entry I,,9000-12000,False,False,True,False,1,4,6,5,14,3
538,Technology Consultant - Outside Sales  ,,,False,False,False,True,1,2,3,1,6,3
539,Freelance Writers Wanted!,,,True,True,False,False,1,5,3,1,1,3
540,Web Designer,,50000-90000,False,True,True,False,1,2,4,1,2,7
541,Advertising Sales/Account Executive,,80000-110000,False,False,False,False,1,2,4,2,2,24
542,Shipper (Kent),Operations,,False,True,True,False,1,3,3,1,1,8
543,Key Account Manager,Sales,,False,True,True,False,13,2,4,2,65,4
544,Front Desk/Security,,,False,True,False,False,1,2,6,4,35,8
545,Field Technician/Technician Assistant,,25000-42000,False,True,True,False,1,2,2,5,44,26
546,Graduates: English Teacher Abroad (Conversational),,,False,True,True,False,1,5,6,2,17,13
547,Delivery Driver ,,,False,True,False,False,1,2,6,4,3,2
548,Software Engineer - Infrastructure Systems,,,False,True,True,False,1,2,4,1,3,9
549,Vice President,,,False,True,True,False,1,2,7,2,37,22
550,Programmer/ Analyst,ΠΛΗΡΟΦΟΡΙΚΗ,,False,False,True,False,13,2,4,1,66,3
551,Android Tech Lead,,,False,False,False,False,10,2,4,2,59,7
552,English Teacher Abroad ,,,False,True,True,False,1,5,3,2,17,3
553,Customer Service Records Associate,,,False,True,False,False,1,2,6,4,16,2
554,Misc Applications,,,False,True,False,False,14,3,3,1,1,3
555,Manager - Life Sciences Consulting,,,False,True,True,False,1,2,4,2,8,18
556,Graduates: English Teacher Abroad (Conversational),,,False,True,True,False,1,5,6,2,17,13
557,Asistente Administrativa,,,False,True,True,False,34,2,6,4,51,28
558,Employee Internal Referrals ,All,,False,True,True,False,4,2,2,5,2,1
559,Client Relationship Managers,,,False,False,False,False,8,3,3,1,1,3
560,Key Account Manager,Sales,40000-60000,False,True,True,False,33,2,4,2,6,4
561,Project Engineer,,600000-750000,False,True,True,False,21,2,4,2,8,9
562,Customer Service Associate - On Call ,,,False,True,False,False,1,4,6,4,7,2
563,Production Intern,,,False,False,False,False,1,6,1,1,1,12
564,Product Manager ,Product & Innovation,,False,True,True,False,13,2,3,1,13,3
565,Wordpress Designer and Expert for Startup | StudyHall.com,,,False,True,False,False,1,4,1,1,1,7
566,Customer Service Associate ,,,False,True,False,False,1,2,6,4,32,10
567,Web Application Developer (Front-end),,,False,True,True,False,1,2,4,2,3,3
568,Technical Site Representative ,,,False,True,False,False,1,2,6,4,3,2
569,English Teacher Abroad,,,False,True,True,False,1,5,3,2,17,3
570,English Teacher Abroad ,,,False,True,True,False,1,5,3,2,17,3
571,EMTs (Lift Coaches) Marin,,,False,True,True,False,1,2,6,4,4,5
572,Data Architect - Cloud and Scalability,Engineering,120000-170000,False,True,False,False,1,2,8,5,10,9
573,Part-Time Apartment Maintenance & Community Manager,,,False,False,False,False,1,4,5,5,35,6
574,Senior Engineering Product Manager,Engineering,,False,True,True,True,1,2,4,2,67,9
575,Lead PHP Developer,Engineering,,False,True,True,False,4,2,4,1,7,9
576,Graduates: English Teacher Abroad (Conversational),,,False,True,True,False,1,5,6,2,17,13
577,English Teacher Abroad ,,,False,True,True,False,1,5,3,2,17,3
578,Call Center Representative - Bilingual,Member Services,,False,True,True,False,1,2,5,4,19,2
579,Kenya Business Director,,,False,False,False,False,35,2,8,2,7,3
580,NARRATIVE: Copywriter,,,False,True,False,False,1,3,3,1,1,3
581,Customer Service Associate ,,,False,True,False,False,1,2,6,4,4,10
582,Mobile and Web Developers,,45000-90000,True,False,True,False,1,2,2,5,3,7
